0,1,2,3
983,5'-S-methyl-5'-thioadenosine,Keratin-associated protein 5-2,7.16
984,AVE-2865,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase,7.16
985,Cholesterol sulfate,Translationally-controlled tumor protein,7.16
986,"9r,13r-Opda",3-dehydroquinate dehydratase,7.16
987,Cevipabulin,Cobalt-precorrin-5B C(1)-methyltransferase,7.16
988,6-hydroxydopa quinone,Prenyltransferase,7.16
989,Caspofungin,Proteasome subunit alpha type-6,7.16
990,Clotiazepam,"HSP40, subfamily A, putative",7.16
991,"(4R)-7-chloro-9-methyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",Bifunctional glutamate/proline--tRNA ligase,7.16
992,Deacetoxyvinzolidine,Prohibitin,7.16
993,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",UMP-CMP kinase,7.16
994,Cimetidine,Vimentin,7.16
995,Alminoprofen,Maltose binding protein,7.16
996,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",Gamma-aminobutyric acid receptor subunit alpha-2,7.16
997,"2,3-Dihydroxy-5-Oxo-Hexanedioate",Potassium voltage-gated channel subfamily H member 1,7.16
998,CRA_17312,Mitogen-activated protein kinase kinase kinase 11,7.16
999,Atpenin A5,Outer membrane protein II,7.16
1000,(-)-Gossypol,Prothrombin,7.16
1001,"(1S)-1-C-{(2R)-6-[(2R)-2-Butanyl]-5,10-dihydroxy-4-oxo-1,2,3,4-tetrahydro-2-anthracenyl}-5-deoxy-1-O-methyl-D-xylulose",Complement C4-A,7.16
1002,Bardoxolone methyl,Aconitate hydratase B,7.16
1003,Chlormadinone acetate,Leucine-rich alpha-2-glycoprotein,7.16
1004,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,"Glutamate receptor ionotropic, kainate 1",7.16
1005,5'-deoxy-5'-piperidin-1-ylthymidine,Genome polyprotein,7.16
1006,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",Low-density lipoprotein receptor,7.15
1007,CRA_10655,Serine/threonine-protein kinase LATS1,7.15
1008,"6S-5,6,7,8-Tetrahydrobiopterin",Calpain small subunit 1,7.15
1009,Ciprofloxacin,Probable ATP-dependent 6-phosphofructokinase,7.15
1010,Altropane I-123,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",7.15
1011,Bis(6-aminohexyl)amine,Mitogen-activated protein kinase 11,7.15
1012,AZD-7687,Glutamine synthetase,7.15
1013,2X-121,D(1A) dopamine receptor,7.15
1014,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",Myeloid cell surface antigen CD33,7.15
1015,Alflutinib,Isopentenyl-diphosphate delta-isomerase,7.15
1016,Dasolampanel etibutil,Dual specificity mitogen-activated protein kinase kinase 1,7.15
1017,AZD8529,"3-carboxy-cis,cis-muconate cycloisomerase",7.15
1018,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",Beta-1 adrenergic receptor,7.15
1019,"(R,R)-2,3-Butanediol","NADP-dependent malic enzyme, mitochondrial",7.15
1020,(3S)-3-methyl-D-aspartic acid,Peroxisome proliferator-activated receptor delta,7.15
1021,Bunazosin,Protoporphyrinogen oxidase,7.15
1022,BV2,STE20-like serine/threonine-protein kinase,7.15
1023,Ceftazidime,Sodium- and chloride-dependent betaine transporter,7.15
1024,Bizelesin,Metalloproteinase inhibitor 3,7.15
1025,(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE,Vascular endothelial growth factor A,7.15
1026,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",Argininosuccinate synthase,7.15
1027,Chloramphenicol palmitate,Huntingtin,7.15
1028,2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,Mitogen-activated protein kinase 8,7.15
1029,BAY-876,TrwB,7.15
1030,Calcium undecylenate,Cytochrome c-552,7.15
1031,"(11R)-10-acetyl-11-(2,4-dichlorophenyl)-6-hydroxy-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",Tumor necrosis factor,7.15
1032,Almitrine,Thymidylate kinase,7.15
1033,Chloroquine,Thyroxine 5-deiodinase,7.15
1034,Acenocoumarol,Glycerol kinase,7.15
1035,Cronidipine,CLIP-associating protein 1,7.15
1036,ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID,Alpha-glucosidase,7.15
1037,Avatrombopag,Small conductance calcium-activated potassium channel protein 3,7.15
1038,Chamazulene,Eukaryotic translation initiation factor 6,7.14
1039,Clocortolone,Adenosylhomocysteinase,7.14
1040,Aspartyl-alanyl-diketopiperazine,Cytochrome b-c1 complex subunit 8,7.14
1041,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",Penicillin-binding protein 1A,7.14
1042,Degarelix,Plasmepsin X,7.14
1043,"4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE",GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,7.14
1044,(R)-Atenolol,Alcohol dehydrogenase 4,7.14
1045,AZD-1480,Single-stranded DNA-binding protein,7.14
1046,Bunamiodyl,Protoporphyrinogen oxidase,7.14
1047,AG-24322,"DNA polymerase I, thermostable",7.14
1048,Captopril,Genome polyprotein,7.14
1049,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,Beta-glucosidase,7.14
1050,Azapetine,TbuX,7.14
1051,1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose,Prostaglandin F2-alpha receptor,7.14
1052,"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide",Microtubule-associated protein 2,7.14
1053,CC-115,Putative ornithine carbamoyltransferase,7.14
1054,ACT-451840,Chitinase A,7.14
1055,Choline,Nucleobindin-2,7.14
1056,Azimilide,Peptide deformylase 1,7.14
1057,4-epi-vancosaminyl derivative of vancomycin,Endonuclease III,7.14
1058,Ampicillin,Phospholipase A1,7.14
1059,5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,Chorismate mutase AroH,7.14
1060,2-deoxy-2-fluoro-Î±-D-glucose,Protein S100-A4,7.14
1061,"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",Tubulin beta-3 chain,7.13
1062,2-chloro-5-nitro-N-phenylbenzamide,DNA polymerase catalytic subunit,7.13
1063,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,Transposase,7.13
1064,{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER,Multidrug resistance-associated protein 1,7.13
1065,Cotadutide,Citron Rho-interacting kinase,7.13
1066,"[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE",NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,7.13
1067,Cilnidipine,Signal recognition particle 14 kDa protein,7.13
1068,Brilacidin,Potassium voltage-gated channel subfamily A member 10,7.13
1069,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,Light-harvesting protein B-800/850 beta chain,7.13
1070,"2-O-(4'-AMIDINOPHENYL)-5-O-(3''-AMIDINOPHENYL)-1,4:3,6-DIANHYDRO-D-SORBITOL",Superoxide dismutase [Cu-Zn],7.13
1071,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID (1-FORMYL-2-PHENYL-ETHYL)-AMIDE,Cysteinyl leukotriene receptor 2,7.13
1072,Amitriptylinoxide,Deoxynucleotide monophosphate kinase,7.13
1073,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",Pyridoxine 5'-phosphate synthase,7.13
1074,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,Calcium-activated potassium channel subunit alpha-1,7.13
1075,(2Z)-N-(3-chloro-2'-methoxybiphenyl-4-yl)-2-cyano-3-hydroxybut-2-enamide,Cationic amino acid transporter 2,7.13
1076,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine",Asialoglycoprotein receptor 2,7.13
1077,"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",Potassium voltage-gated channel subfamily KQT member 3,7.13
1078,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-glucitol",Lanosterol 14-alpha demethylase,7.13
1079,"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",ADP/ATP translocase 1,7.13
1080,Azlocillin,Peptide deformylase,7.13
1081,"4-Methyl-2,5-dimethoxyamphetamine",Formyl-CoA:oxalate CoA-transferase,7.13
1082,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",Protein P,7.13
1083,Aprindine,TGF-beta receptor type-1,7.13
1084,Afimoxifene,Aquaporin Z,7.13
1085,3-Methylthiofentanyl,ActVA 6 protein,7.13
1086,"Brodimoprim-4,6-Dicarboxylate",Alpha-actinin-1,7.13
1087,3-(4-nitrophenyl)-1H-pyrazole,Penicillin-binding protein 2X,7.13
1088,Dasotraline,Serine/threonine-protein kinase ATR,7.13
1089,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,Gamma-aminobutyric acid receptor subunit rho-3,7.13
1090,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,Fumarate reductase flavoprotein subunit,7.13
1091,Apoptone,Catenin beta-1,7.13
1092,"16,17-Androstene-3-Ol",DNA polymerase epsilon catalytic subunit A,7.13
1093,Chromophore (Gly-Tyr-Gly),Glycoprotein,7.13
1094,Bardoxolone,Bile salt-activated lipase,7.12
1095,5-Thio-a/B-D-Mannopyranosylamine,Sialoadhesin,7.12
1096,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",Cartilage oligomeric matrix protein,7.12
1097,2-(Sec-Butyl)Thiazole,Penicillin acylase,7.12
1098,Cerulenin,Gamma-aminobutyric acid type B receptor subunit 1,7.12
1099,Apitolisib,Indole-3-pyruvate decarboxylase,7.12
1100,"5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID",Dimethyl sulfoxide/trimethylamine N-oxide reductase,7.12
1101,Atovaquone,Reaction center protein L chain,7.12
1102,Azathioprine,Esterase EstA,7.12
1103,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",Membrane-associated progesterone receptor component 1,7.12
1104,2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide,Toll-like receptor 9,7.12
1105,Cirtuvivint,Enolase,7.12
1106,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",Ornithine decarboxylase antizyme 1,7.12
1107,"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",Steroid hormone receptor ERR1,7.12
1108,"5,6-Cyclic-Tetrahydropteridine",Aldehyde oxidoreductase,7.12
1109,4-(4-FLUOROBENZYL)PIPERIDINE,Siroheme synthase,7.12
1110,"(2s,4s)-Alpha-Campholinic Acid",Choline-phosphate cytidylyltransferase B,7.12
1111,Camphane,Biotin carboxylase,7.12
1112,"4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium",Modification methylase PvuII,7.12
1113,Alpha-Aminobutyric Acid,Structural polyprotein,7.12
1114,11-Deoxy-Beta-Rhodomycin,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",7.12
1115,"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID",Tyrosine--tRNA ligase,7.12
1116,AEE-788,Dihydrolipoyl dehydrogenase,7.12
1117,Cefilavancin,Mitogen-activated protein kinase kinase kinase 9,7.12
1118,Benzatropine,Respiratory nitrate reductase 1 gamma chain,7.12
1119,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",Sulfotransferase family cytosolic 1B member 1,7.11
1120,Bleomycin,CD9 antigen,7.11
1121,1-{[N-(1-Imino-guanidino-methyl)]sulfanylmethyl}-3-trifluoromethyl-benzene,DNA topoisomerase 2-alpha,7.11
1122,2-Undecanone,"HLA class I histocompatibility antigen, B-27 alpha chain",7.11
1123,"3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL",Flap endonuclease 1,7.11
1124,"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",O-phosphoseryl-tRNA(Sec) selenium transferase,7.11
1125,Bunamidine,Gag-Pol polyprotein,7.11
1126,Cirazoline,"Endoplasmin homolog, putative",7.11
1127,"(3R,4S)-1-(3,4-DIMETHOXYPHENYL)-3-(3-METHYLPHENYL)PIPERIDIN-4-AMINE","Glycine amidinotransferase, mitochondrial",7.11
1128,4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,Serine acetyltransferase,7.11
1129,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",Oxytocin receptor,7.11
1130,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",DNA topoisomerase 4 subunit A,7.11
1131,"6-ethyl-5-[(2S)-1-(3-methoxypropyl)-2-phenyl-1,2,3,4-tetrahydroquinolin-7-yl]pyrimidine-2,4-diamine",1-deoxy-D-xylulose 5-phosphate reductoisomerase,7.11
1132,Aspoxicillin,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",7.11
1133,Ceftriaxone,Vascular endothelial growth factor B,7.11
1134,CHROMOPHORE (HIS-TYR-GLY),Tumor necrosis factor receptor superfamily member 1B,7.11
1135,Buprenorphine,Cyclin homolog,7.11
1136,"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID",NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,7.11
1137,Bafetinib,Ras-related protein Rab-7a,7.11
1138,Aprobarbital,Serpin B3,7.11
1139,Canrenone,30S ribosomal protein S9,7.11
1140,(1S)-menthyl hexyl phosphonate group,Tetranectin,7.11
1141,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,Glutamate receptor 2,7.11
1142,Darinaparsin,Apolipoprotein B-100,7.11
1143,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,Histone-lysine N-methyltransferase SETD7,7.11
1144,Aclarubicin,"Endo-1,4-beta-xylanase",7.11
1145,Allosamidin,Ferredoxin-dependent glutamate synthase 2,7.11
1146,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,Gamma-aminobutyric acid receptor subunit gamma-1,7.11
1147,Aminocandin,Tryptophan biosynthesis protein TrpCF,7.11
1148,CHIR-124,Phosphatidylethanolamine-binding protein 1,7.11
1149,Binodenoson,Metabotropic glutamate receptor 3,7.11
1150,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",Lymphocyte antigen 96,7.11
1151,9-(6-deoxy-alpha-L-talofuranosyl)-6-methylpurine,T-cell receptor beta-1 chain C region,7.10
1152,alpha-Keto-isoleucine,Protein ninB,7.10
1153,"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene",Purine nucleoside phosphorylase,7.10
1154,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,7.10
1155,AZD-9056,Calpain-1 catalytic subunit,7.10
1156,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol",Amidophosphoribosyltransferase,7.10
1157,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",Immunoglobulin superfamily member 10,7.10
1158,Caffeine,Est1e,7.10
1159,Asiaticoside,Rho-related GTP-binding protein RhoE,7.10
1160,Benzylpenicillin,14 kDa fatty acid-binding protein,7.10
1161,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",Prostaglandin-H2 D-isomerase,7.10
1162,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",Low affinity immunoglobulin gamma Fc region receptor II-c,7.10
1163,(S)-tacrine(10)-hupyridone,NADH-ubiquinone oxidoreductase chain 3,7.10
1164,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,Trans-3-hydroxy-L-proline dehydratase,7.10
1165,Cinchonidine,Elongation factor 1-alpha,7.10
1166,3-Allylfentanyl,Alpha-2-HS-glycoprotein,7.10
1167,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,Phospholipase C,7.10
1168,Aminoquinuride,Lactaldehyde dehydrogenase,7.10
1169,Canavanine,Transcriptional regulator,7.10
1170,Calyculin A,Dihydrofolate reductase,7.10
1171,Atropine,"Outer membrane porin, OprD family",7.10
1172,BMS-690514,Carboxypeptidase B2,7.10
1173,8-Aminotheophylline,Exotoxin A,7.10
1174,"2,6-Dimethyl-7-Octen-2-Ol",30S ribosomal protein S13,7.10
1175,Atagabalin,Cytochrome c oxidase subunit 2,7.10
1176,"3,5-DIMETHYL-1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",Insulin,7.10
1177,alpha-Ketoisovalerate,Polycomb protein SCMH1,7.10
1178,18-methoxycoronaridine,Alpha-1A adrenergic receptor,7.09
1179,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",Malate synthase G,7.09
1180,Butaperazine,Fumarate reductase subunit C,7.09
1181,"(R)-1-(4-(4-(Hydroxymethyl)-1,3,2-dioxaborolan-2-YL)phenyl)guanidine",Protein-arginine deiminase type-6,7.09
1182,Cephaloglycin,Orexin receptor type 2,7.09
1183,Balicatib,ADP-ribosylation factor-like protein 5A,7.09
1184,2-acetylamino-2-deoxy-b-D-allopyranose,5-hydroxytryptamine receptor 1A,7.09
1185,Dantrolene,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,7.09
1186,4-(2-aminoethyl)-2-cyclohexylphenol,Wiskott-Aldrich syndrome protein,7.09
1187,Coproporphyrinogen III,Cytoplasmic tyrosine-protein kinase BMX,7.09
1188,Amcasertib,Dehydrogenase/reductase SDR family member 11,7.09
1189,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,Programmed cell death 1 ligand 1,7.09
1190,Clodantoin,Carbamoyl phosphate synthetase,7.09
1191,BI-671800,Arachidonate 5-lipoxygenase-activating protein,7.09
1192,Butalbital,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,7.09
1193,Chlorotoxin I-131,Thymidine phosphorylase,7.09
1194,Butylated hydroxytoluene,Sortase,7.09
1195,Candicidin,30S ribosomal protein S11,7.09
1196,1-Amino-1-Carbonyl Pentane,Alpha-2C adrenergic receptor,7.09
1197,Chlorquinaldol,Calcineurin B homologous protein 1,7.09
1198,"2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-3-METHYL-BUTYRIC ACID","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",7.09
1199,"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",Riboflavin kinase,7.09
1200,5'-S-ethyl-5'-thioadenosine,Ecotin,7.09
1201,"3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide",Apoptosis regulator Bcl-2,7.09
1202,Bimatoprost,Brain-derived neurotrophic factor,7.09
1203,Buspirone,Uncharacterized protein PA1000,7.09
1204,9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide,L-cysteine/cystine lyase C-DES,7.09
1205,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",Isocitrate dehydrogenase [NADP] cytoplasmic,7.09
1206,"2,3-Didehydroalanine",Dr hemagglutinin structural subunit,7.09
1207,"2-CHLORO-N-[(3R)-2-OXO-1,2,3,4-TETRAHYDROQUINOLIN-3-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",NH(3)-dependent NAD(+) synthetase,7.09
1208,"3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole",E-selectin,7.09
1209,Cutamesine,Serine/threonine-protein kinase PAK 3,7.09
1210,Alprostadil,Caspase-7,7.09
1211,2-Propyl-Aniline,Fatty acid synthase,7.09
1212,"(1R)-1,2,2-trimethylpropyl (R)-methylphosphinate",Plasminogen activator inhibitor 2,7.08
1213,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",DNA-directed RNA polymerase subunit beta,7.08
1214,(R)-minalrestat,Alcohol dehydrogenase class-3,7.08
1215,Danusertib,Botulinum neurotoxin type C1,7.08
1216,2-Amino-Adenosine,"DNA topoisomerase I, mitochondrial",7.08
1217,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",Bifunctional purine biosynthesis protein PURH,7.08
1218,Abacavir,Alkaline phosphatase,7.08
1219,Argatroban,Maltogenic amylase,7.08
1220,Azelastine,D-ribose pyranase,7.08
1221,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",Chondroitinase-B,7.08
1222,"(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",Matrix metalloproteinase-9,7.08
1223,Acetrizoic acid,Genome polyprotein,7.08
1224,Cefcapene,Disulfide bond formation protein B,7.08
1225,Cycloguanil,Receptor-interacting serine/threonine-protein kinase 2,7.08
1226,Calcium Phosphate,Enolase-phosphatase E1,7.08
1227,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",Cannabinoid receptor 2,7.08
1228,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",Cytochrome c oxidase subunit 2,7.08
1229,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",Solute carrier family 22 member 6,7.08
1230,Cetylpyridinium,Heterogeneous nuclear ribonucleoproteins A2/B1,7.08
1231,"2,4,6-Triaminoquinazoline",Tumor necrosis factor ligand superfamily member 11,7.08
1232,B-nonylglucoside,Centromere-associated protein E,7.08
1233,Alpha-Amino-2-Indanacetic Acid,Epsin-1,7.08
1234,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",Catechol O-methyltransferase domain-containing protein 1,7.08
1235,BIOTINOL-5-AMP,Integrin beta-4,7.08
1236,Bosutinib,Endoglin,7.08
1237,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,Angiotensin-converting enzyme,7.07
1238,(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,Receptor tyrosine-protein kinase erbB-2,7.07
1239,(R)-N-(1-Methyl-Hexyl)-Formamide,3-hydroxyacyl-CoA dehydrogenase type-2,7.07
1240,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",Glutathione S-transferase A1,7.07
1241,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",N-succinylarginine dihydrolase,7.07
1242,6-methyl-formycin A,Histone deacetylase 6,7.07
1243,"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",Endoglucanase C307,7.07
1244,"[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID",Lecithin retinol acyltransferase,7.07
1245,4-Methoxy-E-Rhodomycin T,Acetyl-coenzyme A synthetase,7.07
1246,(4e)-4-Aminohex-4-Enoic Acid,Metabotropic glutamate receptor 1,7.07
1247,Coblopasvir,"Atypical kinase COQ8A, mitochondrial",7.07
1248,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",Serine/threonine-protein kinase Sgk3,7.07
1249,CZEN 002,Pappalysin-1,7.07
